Gene stable ID	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSG00000238142	lincRNA	1	17215033	17216144
ENSG00000235241	pseudogene	1	17215590	17216097
ENSG00000207005	snRNA	1	17222475	17222638
ENSG00000272426	lincRNA	1	17230834	17231271
ENSG00000117122	protein_coding	1	17300997	17307330
ENSG00000226526	antisense	1	17305421	17331586
ENSG00000159363	protein_coding	1	17312453	17338423
ENSG00000117118	protein_coding	1	17345217	17380665
ENSG00000117115	protein_coding	1	17393256	17445948
ENSG00000252180	misc_RNA	1	17484692	17484779
ENSG00000204362	lincRNA	1	17516278	17524112
ENSG00000142623	protein_coding	1	17531621	17572500
ENSG00000142619	protein_coding	1	17575593	17610728
ENSG00000266634	miRNA	1	17604384	17604470
ENSG00000159339	protein_coding	1	17634690	17690499
ENSG00000269468	protein_coding	1	17655507	17676070
ENSG00000256049	processed_transcript	1	17698691	17728195
ENSG00000227751	antisense	1	17733256	17733878
ENSG00000179051	protein_coding	1	17733256	17766220
ENSG00000266727	miRNA	1	17740127	17740190
ENSG00000239020	snoRNA	1	17776259	17776359
ENSG00000074964	protein_coding	1	17866330	18024369
ENSG00000236648	lincRNA	1	18044182	18076473
ENSG00000117148	protein_coding	1	18081808	18153558
ENSG00000261781	lincRNA	1	18392151	18400906
ENSG00000117154	protein_coding	1	18434240	18704977
ENSG00000230035	antisense	1	18493423	18505840
ENSG00000225387	lincRNA	1	18712323	18715008
ENSG00000179023	protein_coding	1	18807424	18812478
ENSG00000235282	pseudogene	1	18839612	18839881
ENSG00000225478	pseudogene	1	18921908	18922130
ENSG00000009709	protein_coding	1	18957500	19075360
ENSG00000179002	protein_coding	1	19166093	19186176
ENSG00000255275	protein_coding	1	19175767	19247615
ENSG00000159423	protein_coding	1	19197926	19229275
ENSG00000265606	miRNA	1	19209696	19209769
ENSG00000221662	miRNA	1	19223565	19223642
ENSG00000169991	protein_coding	1	19230775	19283180
ENSG00000272084	3prime_overlapping_ncRNA	1	19398604	19402005
ENSG00000127481	protein_coding	1	19401000	19536770
ENSG00000266098	miRNA	1	19410046	19410145
ENSG00000230424	antisense	1	19536995	19567198
ENSG00000127463	protein_coding	1	19542158	19578046
ENSG00000053372	protein_coding	1	19578033	19586622
ENSG00000211454	polymorphic_pseudogene	1	19592476	19600688
ENSG00000162482	protein_coding	1	19609052	19615744
ENSG00000270728	pseudogene	1	19623574	19624397
ENSG00000053371	protein_coding	1	19630459	19638640
ENSG00000200403	snRNA	1	19631570	19631676
ENSG00000040487	protein_coding	1	19638820	19655794
ENSG00000265192	misc_RNA	1	19646299	19646554
ENSG00000077549	protein_coding	1	19665267	19812066
ENSG00000240490	misc_RNA	1	19750878	19751163
ENSG00000201609	snRNA	1	19837087	19837227
ENSG00000239027	snoRNA	1	19858664	19858768
ENSG00000235185	antisense	1	19918296	19923326
ENSG00000270136	protein_coding	1	19923473	19984549
ENSG00000173436	protein_coding	1	19923477	19956314
ENSG00000226396	pseudogene	1	19934608	19935062
ENSG00000158747	protein_coding	1	19967048	19984945
ENSG00000158748	protein_coding	1	19991780	20006055
ENSG00000162542	protein_coding	1	20008706	20126438
ENSG00000178828	protein_coding	1	20140523	20141771
ENSG00000235434	antisense	1	20140860	20145995
ENSG00000169914	protein_coding	1	20209006	20239438
ENSG00000188784	protein_coding	1	20246502	20250110
ENSG00000242688	misc_RNA	1	20297462	20297760
ENSG00000188257	protein_coding	1	20301925	20306932
ENSG00000127472	protein_coding	1	20354672	20417683
ENSG00000117215	protein_coding	1	20438432	20446050
ENSG00000158786	protein_coding	1	20465819	20476879
ENSG00000227066	lincRNA	1	20480831	20487061
ENSG00000187980	protein_coding	1	20487746	20503917
ENSG00000225986	antisense	1	20510735	20512979
ENSG00000162543	protein_coding	1	20512578	20522541
ENSG00000228105	lincRNA	1	20569588	20571148
ENSG00000158816	protein_coding	1	20617412	20681387
ENSG00000226664	antisense	1	20620704	20649680
ENSG00000236963	lincRNA	1	20687072	20757727
ENSG00000226487	lincRNA	1	20738797	20739746
ENSG00000162545	protein_coding	1	20808884	20812713
ENSG00000090432	protein_coding	1	20825943	20834654
ENSG00000215520	pseudogene	1	20852482	20853244
ENSG00000183114	protein_coding	1	20878932	20881512
ENSG00000158825	protein_coding	1	20915441	20945401
ENSG00000158828	protein_coding	1	20959948	20978004
ENSG00000117242	antisense	1	20969150	20978686
ENSG00000257033	pseudogene	1	20976856	20977207
ENSG00000244038	protein_coding	1	20978270	20988000
ENSG00000117245	protein_coding	1	20990507	21044510
ENSG00000235432	pseudogene	1	21019227	21020506
ENSG00000189410	protein_coding	1	21046225	21059330
ENSG00000233069	antisense	1	21059373	21060445
ENSG00000127483	protein_coding	1	21069154	21113816
ENSG00000203394	antisense	1	21069480	21070455
ENSG00000075151	protein_coding	1	21132963	21503377
ENSG00000251914	snRNA	1	21167734	21167795
ENSG00000221808	miRNA	1	21314807	21314925
ENSG00000233072	pseudogene	1	21330043	21330427
ENSG00000236073	pseudogene	1	21400132	21400246
ENSG00000235112	pseudogene	1	21487968	21488574
ENSG00000266867	miRNA	1	21503059	21503122
ENSG00000117298	protein_coding	1	21543740	21671997
ENSG00000236936	antisense	1	21592575	21593744
ENSG00000231105	antisense	1	21619783	21626267
ENSG00000236216	pseudogene	1	21724480	21724855
ENSG00000228823	pseudogene	1	21737953	21739786
ENSG00000236009	lincRNA	1	21742391	21743985
ENSG00000227001	pseudogene	1	21751118	21754460
ENSG00000187952	pseudogene	1	21754796	21756030
ENSG00000186543	pseudogene	1	21760811	21764051
ENSG00000142794	protein_coding	1	21766621	21811498
ENSG00000176378	pseudogene	1	21786249	21786575
ENSG00000162551	protein_coding	1	21835858	21904905
ENSG00000233431	antisense	1	21912965	21917680
ENSG00000221781	miRNA	1	21918904	21919041
ENSG00000076864	protein_coding	1	21922708	21995801
ENSG00000090686	protein_coding	1	22004791	22110099
ENSG00000231978	pseudogene	1	22094762	22095068
ENSG00000187942	protein_coding	1	22138758	22151714
ENSG00000142798	protein_coding	1	22148738	22263790
ENSG00000232037	pseudogene	1	22234591	22235073
ENSG00000219073	protein_coding	1	22303514	22325135
ENSG00000264385	misc_RNA	1	22305444	22305729
ENSG00000263991	misc_RNA	1	22313974	22314268
ENSG00000201919	snRNA	1	22314309	22314412
ENSG00000142789	protein_coding	1	22328149	22339032
ENSG00000263582	misc_RNA	1	22330078	22330361
ENSG00000263929	misc_RNA	1	22337143	22337437
ENSG00000201273	snRNA	1	22337478	22337581
ENSG00000228397	lincRNA	1	22350487	22351461
ENSG00000218510	lincRNA	1	22351681	22357716
ENSG00000070831	protein_coding	1	22379120	22419437
ENSG00000230068	sense_intronic	1	22385690	22390692
ENSG00000271428	pseudogene	1	22394833	22395320
ENSG00000271840	lincRNA	1	22427106	22427853
ENSG00000162552	protein_coding	1	22443798	22470462
ENSG00000266564	miRNA	1	22592732	22592793
ENSG00000234397	pseudogene	1	22649333	22649824
ENSG00000184677	protein_coding	1	22778344	22857650
ENSG00000237200	sense_intronic	1	22843967	22846201
ENSG00000070886	protein_coding	1	22890057	22930087
ENSG00000173372	protein_coding	1	22962999	22966101
ENSG00000159189	protein_coding	1	22970123	22974603
ENSG00000173369	protein_coding	1	22979255	22988031
ENSG00000133216	protein_coding	1	23037332	23241818
ENSG00000265422	miRNA	1	23046010	23046091
ENSG00000216157	miRNA	1	23075310	23075404
ENSG00000225952	antisense	1	23162206	23163342
ENSG00000264014	miRNA	1	23189652	23189719
ENSG00000272796	lincRNA	1	23243175	23247993
ENSG00000215906	protein_coding	1	23279536	23291831
ENSG00000227868	protein_coding	1	23337327	23342343
ENSG00000004487	protein_coding	1	23345941	23410182
ENSG00000240553	antisense	1	23346640	23414551
ENSG00000263793	miRNA	1	23370798	23370865
ENSG00000266802	miRNA	1	23384351	23384427
ENSG00000169641	protein_coding	1	23410516	23504301
ENSG00000229010	pseudogene	1	23466818	23467635
ENSG00000206935	snRNA	1	23489197	23489303
ENSG00000252578	snRNA	1	23490446	23490546
ENSG00000179546	protein_coding	1	23516993	23521222
ENSG00000215381	pseudogene	1	23571258	23571717
ENSG00000261326	lincRNA	1	23607802	23613245
ENSG00000125944	protein_coding	1	23630264	23670829
ENSG00000125945	protein_coding	1	23685941	23695935
ENSG00000249087	protein_coding	1	23695490	23698332
ENSG00000201405	misc_RNA	1	23696747	23696839
ENSG00000271420	lincRNA	1	23704873	23705522
ENSG00000204219	protein_coding	1	23707554	23751233
ENSG00000232482	pseudogene	1	23737325	23738639
ENSG00000088280	protein_coding	1	23755056	23811061
ENSG00000007968	protein_coding	1	23832922	23857712
ENSG00000235052	lincRNA	1	23875630	23877406
ENSG00000117318	protein_coding	1	23884409	23886285
ENSG00000197880	protein_coding	1	23907985	23967058
ENSG00000229239	pseudogene	1	23996784	24006749
ENSG00000142676	protein_coding	1	24018269	24022915
ENSG00000203589	pseudogene	1	24032291	24033424
ENSG00000244609	misc_RNA	1	24063100	24063380
ENSG00000011007	protein_coding	1	24069645	24088549
ENSG00000236810	antisense	1	24086872	24104777
ENSG00000057757	protein_coding	1	24104895	24114722
ENSG00000011009	protein_coding	1	24117460	24122029
ENSG00000117308	protein_coding	1	24122089	24127271
ENSG00000117305	protein_coding	1	24128375	24165110
ENSG00000179163	protein_coding	1	24171567	24194784
ENSG00000188822	protein_coding	1	24197016	24285549
ENSG00000264347	misc_RNA	1	24208284	24208575
ENSG00000238538	snoRNA	1	24208745	24208842
ENSG00000229106	pseudogene	1	24227961	24229227
ENSG00000232557	antisense	1	24233601	24234375
ENSG00000264926	miRNA	1	24255560	24255637
ENSG00000230228	pseudogene	1	24275506	24275873
ENSG00000189266	protein_coding	1	24285599	24289952
ENSG00000188529	protein_coding	1	24291294	24307417
ENSG00000215905	pseudogene	1	24334371	24335009
ENSG00000225315	antisense	1	24367325	24413289
ENSG00000142661	protein_coding	1	24382525	24438665
ENSG00000230703	antisense	1	24393264	24410055
ENSG00000142677	protein_coding	1	24446261	24469611
ENSG00000185436	protein_coding	1	24480647	24514449
ENSG00000230023	lincRNA	1	24526730	24538183
ENSG00000221032	miRNA	1	24554407	24554520
ENSG00000266511	miRNA	1	24606257	24606345
ENSG00000232298	antisense	1	24634046	24648391
ENSG00000158055	protein_coding	1	24645812	24690972
ENSG00000001460	protein_coding	1	24683489	24743424
ENSG00000001461	protein_coding	1	24742284	24799466
ENSG00000117602	protein_coding	1	24829387	24867530
ENSG00000266551	misc_RNA	1	24855945	24856204
ENSG00000264443	lincRNA	1	24865292	24882515
ENSG00000184454	protein_coding	1	24882602	24935819
ENSG00000227312	pseudogene	1	24890118	24890465
ENSG00000239106	misc_RNA	1	24951902	24952004
ENSG00000133226	protein_coding	1	24958207	24999758
ENSG00000238986	snoRNA	1	24993474	24993578
ENSG00000169504	protein_coding	1	25071848	25170815
ENSG00000238482	snRNA	1	25104364	25104470
ENSG00000020633	protein_coding	1	25226002	25291612
ENSG00000229162	antisense	1	25287836	25289588
ENSG00000261025	lincRNA	1	25294914	25297356
ENSG00000264371	miRNA	1	25349994	25350077
ENSG00000233755	lincRNA	1	25370198	25439611
ENSG00000233419	pseudogene	1	25451544	25451945
ENSG00000231953	antisense	1	25534630	25535360
ENSG00000117614	protein_coding	1	25549170	25558993
ENSG00000117616	protein_coding	1	25568728	25664704
ENSG00000272432	lincRNA	1	25574328	25574812
ENSG00000261349	pseudogene	1	25592593	25593627
ENSG00000233877	pseudogene	1	65407662	65408048
ENSG00000230898	sense_intronic	1	166117019	166134332
ENSG00000215952	miRNA	1	166123980	166124035
ENSG00000178096	protein_coding	1	149859440	149872351
ENSG00000232450	pseudogene	1	114241506	114242253
ENSG00000200403	snRNA	1	19631570	19631676
ENSG00000215835	pseudogene	1	166244866	166246834
ENSG00000265192	misc_RNA	1	19646299	19646554
ENSG00000240490	misc_RNA	1	19750878	19751163
ENSG00000201609	snRNA	1	19837087	19837227
ENSG00000226891	lincRNA	1	65437908	65468159
ENSG00000230461	antisense	1	213991094	214160973
ENSG00000239027	snoRNA	1	19858664	19858768
ENSG00000235185	antisense	1	19918296	19923326
ENSG00000229588	lincRNA	1	166304121	166304999
ENSG00000225325	lincRNA	1	166356964	166421869
ENSG00000231128	antisense	1	114355001	114371793
ENSG00000226396	pseudogene	1	19934608	19935062
ENSG00000185031	pseudogene	1	65450291	65451770
ENSG00000230231	pseudogene	1	166443982	166450802
ENSG00000235434	antisense	1	20140860	20145995
ENSG00000272506	lincRNA	1	65469153	65469770
ENSG00000226167	antisense	1	114399257	114443859
ENSG00000242688	misc_RNA	1	20297462	20297760
ENSG00000212257	snRNA	1	65488651	65488757
ENSG00000227066	lincRNA	1	20480831	20487061
ENSG00000265996	miRNA	1	65523438	65523525
ENSG00000199135	miRNA	1	65524117	65524191
ENSG00000225986	antisense	1	20510735	20512979
ENSG00000272167	antisense	1	214202236	214204109
ENSG00000235527	antisense	1	114466622	114472114
ENSG00000231485	lincRNA	1	65532310	65533420
ENSG00000228470	sense_overlapping	1	214517515	214530958
ENSG00000235804	pseudogene	1	65543096	65543814
ENSG00000213036	pseudogene	1	214656156	214656730
ENSG00000228105	lincRNA	1	20569588	20571148
ENSG00000226664	antisense	1	20620704	20649680
ENSG00000234142	lincRNA	1	166445009	166459276
ENSG00000236963	lincRNA	1	20687072	20757727
ENSG00000215819	pseudogene	1	214705538	214706810
ENSG00000270780	pseudogene	1	114544055	114544857
ENSG00000238087	pseudogene	1	166535415	166549942
ENSG00000188783	protein_coding	1	203444956	203460480
ENSG00000232895	lincRNA	1	114749049	114804900
ENSG00000234496	pseudogene	1	65558075	65558297
ENSG00000271419	pseudogene	1	114896608	114897800
ENSG00000117000	protein_coding	1	40627045	40706593
ENSG00000231622	pseudogene	1	65620163	65620333
ENSG00000250536	pseudogene	1	214778813	214782183
ENSG00000226984	pseudogene	1	115002556	115002982
ENSG00000229294	antisense	1	65745139	65772204
ENSG00000224584	pseudogene	1	214786303	214786741
ENSG00000226487	lincRNA	1	20738797	20739746
ENSG00000234144	pseudogene	1	65764438	65764663
ENSG00000215520	pseudogene	1	20852482	20853244
ENSG00000185221	pseudogene	1	215044077	215045059
ENSG00000222624	snRNA	1	65881499	65881689
ENSG00000225650	pseudogene	1	115010937	115011904
ENSG00000237852	sense_intronic	1	65952089	65959871
ENSG00000223869	pseudogene	1	215116466	215116883
ENSG00000238931	snoRNA	1	66037232	66037335
ENSG00000201114	misc_RNA	1	115033346	115033454
ENSG00000117242	antisense	1	20969150	20978686
ENSG00000224570	pseudogene	1	66041812	66044063
ENSG00000236480	pseudogene	1	115078616	115080461
ENSG00000257033	pseudogene	1	20976856	20977207
ENSG00000232809	pseudogene	1	215549827	215550717
ENSG00000235432	pseudogene	1	21019227	21020506
ENSG00000239319	misc_RNA	1	66226743	66227035
ENSG00000233069	antisense	1	21059373	21060445
ENSG00000227466	antisense	1	66508183	66516401
ENSG00000203394	antisense	1	21069480	21070455
ENSG00000188770	protein_coding	1	203463271	203477992
ENSG00000251914	snRNA	1	21167734	21167795
ENSG00000242769	misc_RNA	1	115240250	115240545
ENSG00000221808	miRNA	1	21314807	21314925
ENSG00000223152	snRNA	1	66560144	66560229
ENSG00000201900	misc_RNA	1	115270341	115270445
ENSG00000202498	snoRNA	1	215803368	215803459
ENSG00000264720	miRNA	1	67094123	67094200
ENSG00000233072	pseudogene	1	21330043	21330427
ENSG00000229242	antisense	1	216059924	216074806
ENSG00000221655	miRNA	1	67196650	67196741
ENSG00000227970	pseudogene	1	115379848	115394074
ENSG00000231080	antisense	1	67292625	67294241
ENSG00000233620	antisense	1	216245807	216260259
ENSG00000215834	pseudogene	1	166572912	166600637
ENSG00000252433	snoRNA	1	67568328	67568462
ENSG00000253074	snRNA	1	67661823	67661926
ENSG00000236073	pseudogene	1	21400132	21400246
ENSG00000221733	miRNA	1	67705123	67705210
ENSG00000252116	snRNA	1	67733284	67733409
ENSG00000228523	pseudogene	1	67743735	67744462
ENSG00000235112	pseudogene	1	21487968	21488574
ENSG00000223263	snRNA	1	67882897	67883001
ENSG00000236292	antisense	1	216367393	216377708
ENSG00000235200	lincRNA	1	67995313	67998012
ENSG00000266867	miRNA	1	21503059	21503122
ENSG00000159164	protein_coding	1	149874870	149889434
ENSG00000236936	antisense	1	21592575	21593744
ENSG00000226013	pseudogene	1	216374977	216375168
ENSG00000207504	snRNA	1	68006810	68006916
ENSG00000238139	pseudogene	1	68026756	68027129
ENSG00000229841	antisense	1	217665317	217667625
ENSG00000234070	antisense	1	217954540	217958462
ENSG00000242482	misc_RNA	1	68122516	68122812
ENSG00000231105	antisense	1	21619783	21626267
ENSG00000234984	pseudogene	1	166635122	166651433
ENSG00000228247	pseudogene	1	218023745	218023975
ENSG00000232048	pseudogene	1	68125838	68126696
ENSG00000238778	snRNA	1	68238276	68238336
ENSG00000236216	pseudogene	1	21724480	21724855
ENSG00000231814	lincRNA	1	218066242	218094146
ENSG00000232284	antisense	1	68297986	68668670
ENSG00000230714	lincRNA	1	218205177	218207002
ENSG00000228823	pseudogene	1	21737953	21739786
ENSG00000188800	protein_coding	1	40711619	40717363
ENSG00000233730	lincRNA	1	115642293	115645279
ENSG00000232100	lincRNA	1	218216847	218232482
ENSG00000236009	lincRNA	1	21742391	21743985
ENSG00000228035	antisense	1	115825655	115910693
ENSG00000201493	snRNA	1	218303137	218303294
ENSG00000229016	pseudogene	1	218474604	218475314
ENSG00000226973	pseudogene	1	116014562	116018648
ENSG00000235055	pseudogene	1	68509013	68509916
ENSG00000223375	pseudogene	1	218511883	218512098
ENSG00000228431	pseudogene	1	68515043	68515428
ENSG00000227001	pseudogene	1	21751118	21754460
ENSG00000232480	antisense	1	218517538	218519020
ENSG00000263542	miRNA	1	68523860	68523945
ENSG00000234383	pseudogene	1	68627444	68628773
ENSG00000265534	miRNA	1	116028272	116028364
ENSG00000212610	snoRNA	1	218715033	218715241
ENSG00000187952	pseudogene	1	21754796	21756030
ENSG00000229101	pseudogene	1	116099447	116100096
ENSG00000226693	pseudogene	1	219054942	219055992
ENSG00000243710	protein_coding	1	43637820	43720029
ENSG00000221203	miRNA	1	68649201	68649293
ENSG00000232185	pseudogene	1	116107222	116108053
ENSG00000229133	pseudogene	1	68708157	68708738
ENSG00000225561	lincRNA	1	219086099	219089526
ENSG00000186543	pseudogene	1	21760811	21764051
ENSG00000228063	antisense	1	219259944	219347303
ENSG00000270631	pseudogene	1	116119850	116120407
ENSG00000232341	pseudogene	1	166716616	166717897
ENSG00000225242	pseudogene	1	68748071	68748305
ENSG00000239984	misc_RNA	1	116149092	116149390
ENSG00000176378	pseudogene	1	21786249	21786575
ENSG00000225920	pseudogene	1	219373256	219373909
ENSG00000207502	snoRNA	1	116164493	116164626
ENSG00000214204	pseudogene	1	116399531	116400440
ENSG00000233431	antisense	1	21912965	21917680
ENSG00000223842	lincRNA	1	219395590	219398839
ENSG00000228536	lincRNA	1	219583023	219585283
ENSG00000232148	pseudogene	1	166732571	166762004
ENSG00000271143	pseudogene	1	116459118	116459320
ENSG00000237622	pseudogene	1	68841010	68841346
ENSG00000230024	lincRNA	1	219608494	219615984
