Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	HGNC symbol	Gene type
ENSG00000232879	161004624	161004796	1		pseudogene
ENSG00000236888	58071519	58071878	1	RPS20P5	pseudogene
ENSG00000117394	43391052	43424530	1	SLC2A1	protein_coding
ENSG00000228917	161054255	161057361	1		antisense
ENSG00000227940	209498801	209501877	1		lincRNA
ENSG00000238773	58222756	58222848	1		miRNA
ENSG00000238934	161110998	161111126	1		snoRNA
ENSG00000224985	161123550	161129139	1		antisense
ENSG00000263548	161196976	161197051	1	MIR5187	miRNA
ENSG00000231648	209541007	209553035	1		lincRNA
ENSG00000235477	161337812	161341754	1		lincRNA
ENSG00000203878	111822681	111828738	1	CHIAP2	pseudogene
ENSG00000273075	161344552	161345130	1		lincRNA
ENSG00000236484	161348497	161349148	1	RRM2P2	pseudogene
ENSG00000226759	58326204	58346577	1	DAB1-AS1	antisense
ENSG00000230937	209602165	209606183	1	MIR205HG	lincRNA
ENSG00000206921	161371079	161371185	1	RNU6-481P	snRNA
ENSG00000215840	161375858	161376872	1		pseudogene
ENSG00000273112	161482966	161574889	1		processed_transcript
ENSG00000224203	161506361	161507948	1	RPS23P10	pseudogene
ENSG00000229283	111860222	111866603	1		antisense
ENSG00000232240	111866455	111866697	1		pseudogene
ENSG00000229887	58513847	58514963	1	HNRNPA1P6	pseudogene
ENSG00000224515	161526080	161526868	1		antisense
ENSG00000234020	111895897	111910031	1	CHIAP3	pseudogene
ENSG00000223416	58521805	58522152	1	RPS26P15	pseudogene
ENSG00000225217	161576081	161578007	1	HSPA7	pseudogene
ENSG00000235038	58525811	58545946	1		lincRNA
ENSG00000231586	161587782	161589375	1	RPS23P9	pseudogene
ENSG00000230546	58550091	58550231	1		pseudogene
ENSG00000233216	58694354	58694675	1		pseudogene
ENSG00000224260	209701800	209741018	1		lincRNA
ENSG00000270209	59018585	59019005	1		pseudogene
ENSG00000264128	59031301	59031604	1	RN7SL713P	misc_RNA
ENSG00000207513	16993280	16993443	1	RNU1-3	snRNA
ENSG00000185839	59096513	59097202	1		pseudogene
ENSG00000264742	17007750	17007823	1		miRNA
ENSG00000236698	17012116	17012550	1	EIF1AXP1	pseudogene
ENSG00000234211	161641768	161644614	1		antisense
ENSG00000222168	59187951	59188044	1		misc_RNA
ENSG00000264081	59230521	59230607	1		miRNA
ENSG00000234807	59250823	59365384	1	LINC01135	lincRNA
ENSG00000213075	161653485	161655042	1	RPL31P11	pseudogene
ENSG00000272226	59278480	59279014	1		lincRNA
ENSG00000268869	17013834	17046652	1	ESPNP	pseudogene
ENSG00000231740	59304120	59316926	1		lincRNA
ENSG00000203814	149754245	149783928	1	HIST2H2BF	protein_coding
ENSG00000232453	59348540	59362375	1		lincRNA
ENSG00000264831	209796789	209796855	1	MIR4260	miRNA
ENSG00000199595	161669296	161669397	1		misc_RNA
ENSG00000241347	161705598	161705889	1	RN7SL466P	misc_RNA
ENSG00000227591	209834709	209897470	1		antisense
ENSG00000226889	161735115	161736017	1		antisense
ENSG00000228121	59465348	59466166	1	PHBP3	pseudogene
ENSG00000229808	161860623	161861986	1		pseudogene
ENSG00000236136	209917718	209918559	1		pseudogene
ENSG00000230812	59486059	59510286	1		lincRNA
ENSG00000232222	209960324	209961038	1		sense_overlapping
ENSG00000236012	111922913	111923193	1	HIGD1AP12	pseudogene
ENSG00000227818	162008806	162009357	1		lincRNA
ENSG00000203706	210404801	210407392	1	SERTAD4-AS1	antisense
ENSG00000183598	149784826	149785236	1	HIST2H3D	protein_coding
ENSG00000266144	162126897	162126972	1	MIR4654	miRNA
ENSG00000241042	59520069	59521721	1		lincRNA
ENSG00000227094	162286642	162287584	1		antisense
ENSG00000235215	59521671	59543788	1		lincRNA
ENSG00000252262	162308433	162308532	1	RNA5SP61	rRNA
ENSG00000207729	162312336	162312430	1	MIR556	miRNA
ENSG00000131238	40538379	40563375	1	PPT1	protein_coding
ENSG00000227179	111925482	111934441	1	PGCP1	pseudogene
ENSG00000237352	59522315	59553867	1		lincRNA
ENSG00000227243	162415339	162415676	1	SLAMF6P1	pseudogene
ENSG00000183941	149804221	149811339	1	HIST2H4A	protein_coding
ENSG00000227941	162511122	162511418	1	UQCRBP2	pseudogene
ENSG00000224609	59597608	59664293	1		processed_transcript
ENSG00000228110	210438981	210440587	1	ST13P19	pseudogene
ENSG00000259788	162530017	162531098	1		antisense
ENSG00000272574	162562893	162563544	1		sense_intronic
ENSG00000207389	17067011	17067174	1	RNU1-4	snRNA
ENSG00000243173	162747520	162747802	1	RN7SL861P	misc_RNA
ENSG00000227684	17076728	17077459	1	CROCCP4	pseudogene
ENSG00000230739	162794585	162819257	1		pseudogene
ENSG00000270457	59754975	59755312	1		lincRNA
ENSG00000233455	210477029	210477885	1		pseudogene
ENSG00000266150	60198899	60198968	1	MIR4711	miRNA
ENSG00000226883	60220419	60254854	1		antisense
ENSG00000200972	210547498	210547611	1	RNU5A-8P	snRNA
ENSG00000231816	60238467	60254520	1		lincRNA
ENSG00000270936	210635689	210636356	1		pseudogene
ENSG00000224668	211032519	211035627	1	IPO8P1	pseudogene
ENSG00000186715	17081405	17096732	1	MST1L	pseudogene
ENSG00000265535	60440431	60440726	1	RN7SL475P	misc_RNA
ENSG00000229332	60563087	60563648	1	PGBD4P8	pseudogene
ENSG00000234233	211305930	211306716	1	KCNH1-IT1	sense_intronic
ENSG00000238242	60580547	60615351	1		lincRNA
ENSG00000234004	211346819	211347193	1		pseudogene
ENSG00000226476	61005921	61106163	1		lincRNA
ENSG00000231252	61125303	61291256	1		lincRNA
ENSG00000227667	162949341	162949583	1		pseudogene
ENSG00000237928	61405911	61436448	1		antisense
ENSG00000232892	163131465	163182813	1		antisense
ENSG00000223562	211355498	211356446	1		lincRNA
ENSG00000226986	211380389	211381286	1		pseudogene
ENSG00000225755	163207004	163208987	1		pseudogene
ENSG00000221488	211384331	211384424	1		miRNA
ENSG00000260948	111973668	111975690	1		sense_overlapping
ENSG00000233337	111980136	111980659	1	UBE2FP3	pseudogene
ENSG00000153363	211556145	211605878	1	LINC00467	processed_transcript
ENSG00000232995	163214295	163291684	1		antisense
ENSG00000133063	203181955	203242769	1	CHIT1	protein_coding
ENSG00000243960	111981260	111983986	1		sense_overlapping
ENSG00000263380	61549127	61549202	1		miRNA
ENSG00000270742	61590405	61590874	1		sense_intronic
ENSG00000199890	111989420	111989530	1		misc_RNA
ENSG00000200360	112032939	112033045	1	RNU6-792P	snRNA
ENSG00000231346	112142277	112151345	1	LINC01160	lincRNA
ENSG00000237853	61714617	61719182	1		lincRNA
ENSG00000203811	149811110	149812765	1	HIST2H3C	protein_coding
ENSG00000215867	112190913	112192166	1	KRT18P57	pseudogene
ENSG00000264551	62094703	62094793	1		miRNA
ENSG00000223920	62119866	62120580	1		pseudogene
ENSG00000223643	17177752	17179624	1		lincRNA
ENSG00000271200	62207670	62208096	1		lincRNA
ENSG00000200575	62282091	62282194	1	RNU6-414P	snRNA
ENSG00000212360	62318171	62318274	1	RNU6-1177P	snRNA
ENSG00000201028	112193053	112193159	1	RNU6-151P	snRNA
ENSG00000237756	163229640	163230449	1		lincRNA
ENSG00000236646	62504514	62504783	1	LAMTOR5P1	pseudogene
ENSG00000236809	211590367	211591276	1	SNX25P1	pseudogene
ENSG00000227811	112282463	112290420	1	FAM212B-AS1	antisense
ENSG00000183558	149813505	149814478	1	HIST2H2AA3	protein_coding
ENSG00000252740	163355655	163355726	1		snoRNA
ENSG00000230239	17181902	17185779	1		lincRNA
ENSG00000261252	211608414	211608675	1		lincRNA
ENSG00000225122	163392195	163392954	1		pseudogene
ENSG00000238137	211615616	211616148	1	ARPC3P2	pseudogene
ENSG00000242860	62538120	62538411	1	RN7SL180P	misc_RNA
ENSG00000263908	62544458	62544531	1	MIR3116-2	miRNA
ENSG00000263908	62544458	62544531	1	MIR3116-1	miRNA
ENSG00000223649	211665597	211666259	1		lincRNA
ENSG00000234204	62654803	62655625	1	PIGPP2	pseudogene
ENSG00000200327	163438286	163438395	1	RNA5SP62	rRNA
ENSG00000212527	163479274	163479385	1	RNA5SP63	rRNA
ENSG00000261314	211756357	211757067	1		sense_overlapping
ENSG00000263811	17185444	17185516	1	MIR3675	miRNA
ENSG00000228289	163738576	163738928	1		pseudogene
ENSG00000228792	211809248	211816209	1		lincRNA
ENSG00000234088	62656194	62656598	1	RPS15AP7	pseudogene
ENSG00000232558	112396384	112399527	1	KCND3-IT1	sense_intronic
ENSG00000212538	163892907	163893109	1		snoRNA
ENSG00000090686	22004791	22110099	1	USP48	protein_coding
ENSG00000228549	17197440	17200587	1		lincRNA
ENSG00000227764	211813037	211827923	1		lincRNA
ENSG00000225719	164312242	164313101	1	NMNAT1P2	pseudogene
ENSG00000237556	112451958	112453553	1	KCND3-AS1	antisense
ENSG00000203812	149822643	149823191	1	HIST2H2AA4	protein_coding
ENSG00000186973	43610824	43622067	1	FAM183A	protein_coding
ENSG00000222080	211826798	211826891	1		miRNA
ENSG00000237227	62673808	62674114	1		pseudogene
ENSG00000224763	211833531	211834619	1	FDPSP8	pseudogene
ENSG00000199849	164320510	164320625	1	RNU5F-6P	snRNA
ENSG00000213070	164326004	164326601	1	HMGB3P6	pseudogene
ENSG00000238142	17215033	17216144	1		lincRNA
ENSG00000231437	112532392	112541464	1		lincRNA
ENSG00000200174	62677229	62677338	1		misc_RNA
ENSG00000201153	62763821	62763928	1	RNU6-371P	snRNA
ENSG00000231057	211849104	211863445	1		antisense
ENSG00000235241	17215590	17216097	1		pseudogene
ENSG00000270549	62996307	62996544	1		pseudogene
ENSG00000207082	164608802	164608908	1	RNU6-171P	snRNA
ENSG00000213703	63106793	63107338	1		pseudogene
ENSG00000207005	17222475	17222638	1	RNU1-2	snRNA
ENSG00000269887	164649322	164650036	1		sense_intronic
ENSG00000272426	17230834	17231271	1		lincRNA
ENSG00000233693	164738353	164743878	1		antisense
ENSG00000203852	149824181	149825836	1	HIST2H3A	protein_coding
ENSG00000226526	17305421	17331586	1		antisense
ENSG00000235545	63154153	63176365	1		antisense
ENSG00000226868	211889270	211898744	1		lincRNA
ENSG00000231246	112719856	112903150	1		lincRNA
ENSG00000252180	17484692	17484779	1		misc_RNA
ENSG00000271917	164797673	164799189	1		sense_intronic
ENSG00000241395	211965455	211965748	1	RN7SL344P	misc_RNA
ENSG00000239111	112738124	112738228	1		snoRNA
ENSG00000234318	63361680	63367310	1		lincRNA
ENSG00000204362	17516278	17524112	1		lincRNA
ENSG00000212205	211976359	211976446	1		misc_RNA
ENSG00000201987	164823468	164823569	1		misc_RNA
ENSG00000171872	44584522	44600812	1	KLF17	protein_coding
ENSG00000234388	112905903	112906203	1	TXNP3	pseudogene
ENSG00000237163	63370851	63371153	1		pseudogene
ENSG00000225487	164890555	164890866	1		pseudogene
ENSG00000229258	212003188	212027045	1		antisense
ENSG00000266634	17604384	17604470	1	MIR3972	miRNA
ENSG00000229537	63466168	63478142	1		lincRNA
ENSG00000238761	112913626	112913729	1		snoRNA
ENSG00000273483	113060421	113061063	1		antisense
ENSG00000256049	17698691	17728195	1	PADI6	processed_transcript
ENSG00000201270	164949272	164949374	1	RNU6-755P	snRNA
ENSG00000233626	212109591	212109976	1		pseudogene
ENSG00000235299	113168528	113168846	1	MRPL53P1	pseudogene
ENSG00000227485	63489878	63491329	1		lincRNA
ENSG00000212086	164953139	164953229	1		miRNA
ENSG00000252359	165041710	165041781	1		snoRNA
ENSG00000229225	63543752	63544702	1		lincRNA
ENSG00000252750	113177341	113177406	1	RNU7-70P	snRNA
ENSG00000224702	165179864	165182327	1		antisense
ENSG00000238975	113195210	113195310	1		snoRNA
ENSG00000203605	63604921	63628824	1		lincRNA
ENSG00000212187	212198903	212199024	1		snoRNA
ENSG00000225075	113236310	113239243	1		antisense
ENSG00000220749	212224829	212225371	1	RPL21P28	pseudogene
ENSG00000271593	63624754	63628307	1		lincRNA
ENSG00000261595	113258294	113260418	1		antisense
ENSG00000238022	165185217	165188341	1		antisense
ENSG00000234790	113290717	113291097	1		pseudogene
ENSG00000252259	63652007	63652121	1	RNA5SP49	rRNA
ENSG00000264358	212250955	212251027	1	MIR3122	miRNA
ENSG00000182217	149825607	149832714	1	HIST2H4B	protein_coding
ENSG00000224209	63655660	63782902	1	LINC00466	lincRNA
ENSG00000252879	212272863	212273018	1	RN7SKP98	misc_RNA
ENSG00000229983	212341549	212363601	1		lincRNA
ENSG00000226251	212398620	212412319	1		lincRNA
ENSG00000215866	113362792	113393265	1		lincRNA
ENSG00000237463	165446078	165551392	1		antisense
ENSG00000228734	63715591	63717442	1		lincRNA
ENSG00000223683	63727784	63728378	1		pseudogene
ENSG00000230063	212470790	212472921	1		sense_intronic
ENSG00000224167	113392650	113420493	1		lincRNA
ENSG00000234915	212472837	212505055	1		antisense
ENSG00000225338	212482393	212482860	1		pseudogene
ENSG00000228040	113433389	113433544	1		pseudogene
ENSG00000201544	212526158	212526292	1	SNORA16B	snoRNA
ENSG00000229832	212530760	212531695	1		antisense
ENSG00000230798	63786555	63790112	1		antisense
ENSG00000229020	113466045	113466959	1	AKR7A2P1	pseudogene
ENSG00000224535	212640158	212641085	1		lincRNA
ENSG00000228067	212719036	212729407	1		lincRNA
ENSG00000230748	165466961	165467585	1		pseudogene
ENSG00000226419	113499037	113542118	1	SLC16A1-AS1	antisense
ENSG00000117395	43629846	43736607	1	EBNA1BP2	protein_coding
ENSG00000237783	165550850	165551713	1		pseudogene
ENSG00000252784	63803934	63804043	1		misc_RNA
ENSG00000260805	212731175	212733073	1		lincRNA
ENSG00000184678	149856010	149858232	1	HIST2H2BE	protein_coding
ENSG00000236674	63825494	63826850	1		pseudogene
ENSG00000236206	165567700	165592568	1		lincRNA
ENSG00000264590	212789050	212789295	1	RN7SL512P	misc_RNA
ENSG00000236066	113550876	113589677	1		lincRNA
ENSG00000235862	212797626	212800113	1		antisense
ENSG00000206990	165631822	165631924	1		misc_RNA
ENSG00000230175	165640493	165640962	1		pseudogene
ENSG00000264271	63995288	63995569	1	RN7SL488P	misc_RNA
ENSG00000227751	17733256	17733878	1		antisense
ENSG00000238198	113554309	113615727	1		lincRNA
ENSG00000251720	64002382	64002441	1	RNU7-123P	snRNA
ENSG00000226036	212820638	212821097	1		pseudogene
ENSG00000237278	113667943	113669505	1	RLIMP2	pseudogene
ENSG00000244256	64121414	64121716	1	RN7SL130P	misc_RNA
ENSG00000266727	17740127	17740190	1		miRNA
ENSG00000177452	64254392	64254975	1		pseudogene
ENSG00000239020	17776259	17776359	1		snoRNA
ENSG00000225272	165645547	165646018	1		pseudogene
ENSG00000236648	18044182	18076473	1		lincRNA
ENSG00000237980	212827341	212838776	1		lincRNA
ENSG00000261781	18392151	18400906	1		lincRNA
ENSG00000228056	64308862	64309356	1	CFL1P3	pseudogene
ENSG00000207491	212865606	212865709	1	RNU6-423P	snRNA
ENSG00000215838	165667987	165679205	1		pseudogene
ENSG00000230035	18493423	18505840	1		antisense
ENSG00000236905	212997369	212997847	1		pseudogene
ENSG00000159388	203274619	203278730	1	BTG2	protein_coding
ENSG00000132780	46049518	46084566	1	NASP	protein_coding
ENSG00000233839	113711616	113712025	1		pseudogene
ENSG00000225387	18712323	18715008	1		lincRNA
ENSG00000235282	18839612	18839881	1		pseudogene
ENSG00000184260	149858525	149858961	1	HIST2H2AC	protein_coding
ENSG00000207190	64494566	64494672	1	RNU6-809P	snRNA
ENSG00000273365	165675793	165676521	1		lincRNA
ENSG00000200508	64532312	64532413	1		misc_RNA
ENSG00000224358	165738166	165744413	1		antisense
ENSG00000198468	213025450	213031430	1	FLVCR1-AS1	lincRNA
ENSG00000178028	44679127	44686353	1	DMAP1	protein_coding
ENSG00000223949	64560125	64636980	1		antisense
ENSG00000230659	165788590	165789024	1		pseudogene
ENSG00000236887	113741447	113741880	1		pseudogene
ENSG00000225478	18921908	18922130	1		pseudogene
ENSG00000184270	149859019	149859466	1	HIST2H2AB	protein_coding
ENSG00000235182	213026622	213026768	1		pseudogene
ENSG00000236364	165865116	165869920	1		antisense
ENSG00000236317	213028517	213028708	1		pseudogene
ENSG00000271527	165910472	165911006	1		pseudogene
ENSG00000238653	64850081	64850142	1	RNU7-62P	snRNA
ENSG00000264470	65045530	65045606	1	MIR4794	miRNA
ENSG00000265606	19209696	19209769	1	MIR4695	miRNA
ENSG00000226292	165991452	165992264	1		pseudogene
ENSG00000234784	65384126	65384366	1		pseudogene
ENSG00000221662	19223565	19223642	1	MIR1290	miRNA
ENSG00000232499	113992322	113993350	1		pseudogene
ENSG00000228646	213602051	213602420	1	RPL31P13	pseudogene
ENSG00000272084	19398604	19402005	1		3prime_overlapping_ncRNA
ENSG00000225233	213665644	213719790	1		lincRNA
ENSG00000122176	203309756	203320617	1	FMOD	protein_coding
ENSG00000266098	19410046	19410145	1		miRNA
ENSG00000207341	166011481	166011587	1	RNA5SP64	rRNA
ENSG00000221026	213783039	213783183	1		miRNA
ENSG00000230424	19536995	19567198	1		antisense
ENSG00000203307	166050420	166056720	1		antisense
ENSG00000238256	114119379	114119521	1	MTND5P20	pseudogene
ENSG00000228255	213904759	213967930	1		lincRNA
ENSG00000140577	91073157	91188577	15	CRTC3	protein_coding
ENSG00000267797	33421723	33422581	18	NRBF2P1	pseudogene
ENSG00000207797	33484781	33484889	18	MIR187	miRNA
ENSG00000265641	33514051	33514105	18	MIR3929	miRNA
ENSG00000166140	41099284	41106767	15	ZFYVE19	protein_coding
ENSG00000267627	33531766	33546081	18		lincRNA
ENSG00000260552	33759959	33767411	18		antisense
ENSG00000267404	33853537	33854562	18		pseudogene
ENSG00000267456	33858698	33859082	18		pseudogene
ENSG00000101138	54967427	54979518	20	CSTF1	protein_coding
ENSG00000252078	34222576	34222647	18		snoRNA
ENSG00000267039	34481909	34503777	18		antisense
ENSG00000267651	34814082	34816205	18		lincRNA
ENSG00000154645	19273580	19639690	21	CHODL	protein_coding
ENSG00000267707	34823739	34827179	18		antisense
ENSG00000267202	34853669	34856535	18		antisense
ENSG00000266530	35237098	35237178	18	MIR4318	miRNA
ENSG00000243516	35252652	35253139	18		pseudogene
ENSG00000268566	36235173	36267962	18		lincRNA
ENSG00000222704	36596011	36596308	18	RN7SKP182	misc_RNA
ENSG00000253038	36613971	36614074	18	RNU6-706P	snRNA
ENSG00000271564	52908430	52916031	13		lincRNA
ENSG00000267374	36786888	37380282	18	LINC00669	lincRNA
ENSG00000199605	52974139	52974234	13	RNY4P24	misc_RNA
ENSG00000235660	53058296	53058815	13	LINC00345	lincRNA
ENSG00000180305	44258165	44259835	20	WFDC10A	protein_coding
ENSG00000175886	36914836	36915639	18	RPL7AP66	pseudogene
ENSG00000244471	53063128	53073440	13		lincRNA
ENSG00000259396	41635278	41636423	15		sense_intronic
ENSG00000266148	37256685	37256743	18	MIR5583-1	miRNA
ENSG00000200407	41740940	41741042	15	RNU6-1169P	snRNA
ENSG00000068793	22892005	23006016	15	CYFIP1	protein_coding
ENSG00000259838	41849225	41849633	15	TCEB1P2	pseudogene
ENSG00000212354	37258484	37258586	18	RNU6-1242P	snRNA
ENSG00000267413	37421138	37504804	18		lincRNA
ENSG00000180083	44277202	44298909	20	WFDC11	protein_coding
ENSG00000198384	53063128	53161222	13	TPTE2P3	pseudogene
ENSG00000260926	41901664	41904925	15		lincRNA
ENSG00000261715	37646250	37679197	18		lincRNA
ENSG00000207766	41983783	41983876	15	MIR626	miRNA
ENSG00000267664	37723890	37724468	18	RPL17P45	pseudogene
ENSG00000270702	42010568	42010870	15		pseudogene
ENSG00000238333	38052785	38052846	18	RNU7-145P	snRNA
ENSG00000260814	42062954	42064930	15		lincRNA
ENSG00000250379	42117297	42120134	15		antisense
ENSG00000182931	44313292	44333658	20	WFDC10B	protein_coding
ENSG00000267313	39047395	39212149	18		lincRNA
ENSG00000154646	19641433	19858197	21	TMPRSS15	protein_coding
ENSG00000200293	42144111	42144227	15	RNA5SP393	rRNA
ENSG00000264850	42158693	42158749	15	MIR4310	miRNA
ENSG00000259792	78285747	78287631	15		antisense
ENSG00000174171	42184991	42190773	15		antisense
ENSG00000168634	44330655	44337456	20	WFDC13	protein_coding
ENSG00000221476	78330873	78330937	15	MIR1827	miRNA
ENSG00000199633	78383514	78383639	15		snoRNA
ENSG00000267652	39369127	39369360	18		pseudogene
ENSG00000272003	42188137	42189031	15		lincRNA
ENSG00000225253	39399018	39399386	18		pseudogene
ENSG00000260988	78433585	78435515	15		lincRNA
ENSG00000259883	42213615	42221081	15		antisense
ENSG00000149651	44350990	44354469	20	SPINT4	protein_coding
ENSG00000267088	39669276	39669716	18		pseudogene
ENSG00000246740	42264961	42291292	15		antisense
ENSG00000259708	78542844	78556498	15		antisense
ENSG00000257797	42298330	42302315	15		antisense
ENSG00000272418	78573292	78574532	15		sense_intronic
ENSG00000259562	78582869	78583563	15		pseudogene
ENSG00000259322	78585628	78588391	15		antisense
ENSG00000259413	78674915	78675497	15		pseudogene
ENSG00000259474	78772399	78774162	15		antisense
ENSG00000261762	78881465	78883618	15		antisense
